open,high,low,close,volume,trade_count,vwap,sma5,sma50,sma100,ema20,rsi14,macd,upperBB,lowerBB,ATR14,momentum,deviation,zscore,target
213.14,214.95,212.2301,214.4,46404072.0,549182.0,213.663056,211.648,205.0134,208.4124,208.94717502334623,65.20332717190391,0.29778193338438763,217.57098860427615,199.7850113957239,3.6532357142857137,-15.579999999999984,9.386600000000016,1.28685647865299,0
215.0,215.15,212.41,214.15,46989301.0,497904.0,213.736683,212.446,205.32580000000002,208.1809,209.44268216397992,54.95078170237408,0.3202290249592141,217.65257569964996,201.08842430035003,3.454664285714285,-8.48999999999998,8.82419999999999,1.1541792597239864,0
213.9,215.69,213.53,213.76,46022620.0,505013.0,214.425445,213.19400000000002,205.3852,207.90009999999998,209.85385529121993,50.63444108761322,0.2719316902921456,217.6119790592371,202.34902094076287,3.406099999999999,-10.070000000000022,8.374799999999993,0.990502619652823,1
214.7,215.24,213.4,213.88,40268781.0,409972.0,214.176039,213.734,205.40419999999997,207.6586,210.23729764443706,65.03442999234892,0.21375216711339506,217.1602236139459,204.08877638605406,3.0068142857142868,-9.780000000000001,8.47580000000002,0.9962171573637029,1
214.03,214.845,213.06,214.05,37858017.0,425354.0,214.045208,214.048,205.4386,207.4398,210.6004121544907,65.32625189681343,0.1551322451319015,216.19609316545856,206.34990683454143,2.9214571428571423,-8.72999999999999,8.611400000000003,1.128152527961087,0
214.175,214.81,210.82,211.27,51411723.0,537963.0,212.167781,213.42200000000003,205.435,207.1951,210.6641824254916,50.43830074173981,-0.08930644314091918,215.5784715511517,207.57752844884826,2.9128857142857134,-18.590000000000003,5.835000000000008,-0.15398184742060847,0
211.895,212.39,207.72,209.05,45511423.0,542328.0,209.617522,212.402,205.3908,206.9323,210.51045076592098,39.353612167300426,-0.40145741507570243,215.42897281432676,207.85002718567324,3.00002857142857,-29.20999999999998,3.6591999999999985,-1.3666808692807781,0
208.49,209.84,207.16,207.57,80698431.0,827514.0,208.381893,211.164,205.3666,206.61730000000003,210.23040783583326,38.78825733916303,-0.6915455909705357,215.57476032989837,207.21723967010166,3.0093142857142863,-31.79000000000002,2.203399999999988,-1.831165081483909,0
210.865,213.58,201.5,202.38,104434473.0,1201399.0,204.674792,208.86400000000003,205.27699999999996,206.36629999999997,209.4827499467063,33.27974276527331,-1.1877856926829407,216.51950807720908,205.15549192279093,3.6136000000000013,-35.21000000000001,-2.896999999999963,-2.9769405059185385,1
204.505,207.88,201.675,203.35,75109298.0,785189.0,204.429327,206.724,205.30219999999997,206.19140000000004,208.89867852321046,34.95297805642629,-1.3914000885668802,217.10018773558576,203.91481226441422,3.8232428571428585,-32.650000000000006,-1.9521999999999764,-2.171345068071557,0
203.4,205.34,202.16,202.92,44155079.0,491748.0,203.616581,205.054,205.3334,206.05079999999998,208.32928056861897,30.453563714902828,-1.487102005142081,217.56935489981402,202.7366451001859,3.7818142857142862,-25.090000000000003,-2.413400000000024,-1.9505539035574841,1
205.63,215.38,205.59,213.25,108483103.0,1104103.0,212.69907,205.894,205.69299999999998,206.08649999999997,208.79792051446478,55.62521769418318,-0.8200821487342894,217.79306114043433,202.72393885956566,4.5139571428571434,-19.55000000000001,7.557000000000016,0.7940741190475115,1
218.875,220.85,216.58,220.03,90224834.0,1007838.0,219.300466,208.38600000000002,206.08939999999998,206.15189999999998,209.86764237023004,62.8896009321293,0.06534708208189133,219.31621651453935,201.96278348546065,4.907850000000001,-12.439999999999998,13.940600000000018,2.164528479008064,1
220.83,231.0,219.25,229.35,113853967.0,1135405.0,227.258264,213.78000000000003,206.668,206.30540000000002,211.72310500163672,69.9173553719008,1.203203340981138,223.60914558697124,199.48885441302872,5.418564285714287,-3.8700000000000045,22.681999999999988,2.952037331826352,0
227.92,229.56,224.76,227.18,61806132.0,692122.0,227.313985,218.546,207.21259999999998,206.45030000000003,213.19519023957608,64.99999999999999,1.7036203643867602,226.31363497272426,198.64036502727575,5.567142857142859,-0.44999999999998863,19.967400000000026,2.1252277058668643,1
228.005,230.8,227.07,229.65,55672301.0,561508.0,229.351117,223.892,207.7886,206.59439999999998,214.76231497866408,67.29138777331548,2.0705012016648725,229.2110542650175,197.79694573498247,5.637857142857145,2.0,21.861400000000003,2.055891541160598,1
